"AG_faq_Beck01" "AG_faq_Beck051" "AG_faq_Beck139" "AG_faq_Beck176"
"0.5" -0.000263046070640219 -0.000855937077771287 -6.63143626177491e-05 -0.000986862021851497
"0.500305601857556" -0.000328497661459259 -0.000884154351397661 -5.58413966452868e-05 -0.000971929275204022
"0.500611203715112" -0.000393949252278299 -0.000892114190450472 -4.53684306728246e-05 -0.000956996528556546
"0.500916805572667" -0.00045940084309734 -0.000790705691691562 -3.48954647003623e-05 -0.00094206378190907
"0.501222407430223" -0.000447961333462175 -0.000689297192932652 -3.66486179750077e-05 -0.00092959525554944
"0.501528009287779" -0.000406097230544141 -0.000587888694173742 -6.04658028059591e-05 -0.000917951570706039
"0.501833611145335" -0.000364233127626108 -0.000474142474133875 -8.42829876369104e-05 -0.000906307885862639
"0.502139213002891" -0.000322369024708074 -0.000293693211777238 -0.000108100172467862 -0.000894664201019238
"0.502444814860446" -0.000329235962796107 -0.000113243949420601 -0.000139772823484321 -0.000813537366477798
"0.502750416718002" -0.000355402393085145 6.7205312936036e-05 -0.000185633270571118 -0.000709129957049322
"0.503056018575558" -0.000381568823374183 0.000221465398804461 -0.000231493717657915 -0.000604722547620847
"0.503361620433114" -0.000407735253663221 0.000233938414669914 -0.000277354164744712 -0.000500315138192371
"0.50366722229067" -0.000409039595169363 0.000246411430535366 -0.0002947088816809 -0.000564156776487117
"0.503972824148225" -0.000400488652717429 0.000258884446400818 -0.000260538129512359 -0.00068442578797987
"0.504278426005781" -0.000391937710265494 0.000235776527558631 -0.000226367377343818 -0.000804694799472624
"0.504584027863337" -0.00038338676781356 1.97665709795044e-05 -0.000192196625175277 -0.000924963810965377
"0.504889629720893" -0.00045052962217639 -0.000196243385599622 -0.000218094754073171 -0.000951953723652004
"0.505195231578448" -0.000547704389912982 -0.000412253342178749 -0.000352657015566257 -0.000947629216465175
"0.505500833436004" -0.000644879157649574 -0.000613165939749102 -0.000487219277059343 -0.000943304709278347
"0.50580643529356" -0.000742053925386166 -0.000732114054613183 -0.000621781538552428 -0.000938980202091518
"0.506112037151116" -0.000734575057626948 -0.000851062169477264 -0.000722382902853529 -0.000976498880225717
"0.506417639008672" -0.000685536905226876 -0.000970010284341345 -0.000761500169895054 -0.00102807827228266
"0.506723240866227" -0.000636498752826805 -0.00106275735342485 -0.000800617436936578 -0.00107965766433961
"0.507028842723783" -0.000587460600426733 -0.00101305877469688 -0.000839734703978102 -0.00113123705639656
"0.507334444581339" -0.000660553581994091 -0.000963360195968917 -0.00085169642864003 -0.00106051565963887
"0.507640046438895" -0.000782190055390236 -0.000913661617240951 -0.000814455425860672 -0.000948657104024721
"0.507945648296451" -0.00090382652878638 -0.000849993982950948 -0.000777214423081314 -0.00083679854841057
"0.508251250154006" -0.00102546300218253 -0.000710275506890905 -0.000739973420301955 -0.00072493999279642
"0.508556852011562" -0.00104253457564995 -0.000570557030830861 -0.000718958744214268 -0.000724461833145754
"0.508862453869118" -0.00101800730365841 -0.000430838554770817 -0.000727367819498346 -0.000761484081292147
"0.509168055726674" -0.000993480031666865 -0.000319606166757493 -0.000735776894782424 -0.00079850632943854
"0.50947365758423" -0.000968952759675323 -0.000363675689624102 -0.000744185970066502 -0.000835528577584933
"0.509779259441785" -0.000848808913138339 -0.00040774521249071 -0.000666457425746499 -0.00080756572867438
"0.510084861299341" -0.000690591890403088 -0.000451814735357319 -0.000432407673164472 -0.000757701927496713
"0.510390463156897" -0.000532374867667837 -0.000499517001853803 -0.000198357920582445 -0.000707838126319046
"0.510696065014453" -0.000374157844932586 -0.000567052173255214 3.56918319995831e-05 -0.00065797432514138
"0.511001666872009" -0.000226036047004622 -0.000634587344656624 0.000138306293539741 -0.000614797970093012
"0.511307268729564" -8.19376410716938e-05 -0.000702122516058035 2.20322109196583e-06 -0.000573877574623281
"0.51161287058712" 6.21607648612348e-05 -0.000761839308168407 -0.000133899851355809 -0.00053295717915355
"0.511918472444676" 0.000206259170794163 -0.000778811969006966 -0.000270002923803584 -0.000492036783683818
"0.512224074302232" 0.000138759774428735 -0.000795784629845525 -0.000345253966610344 -0.000474315611426249
"0.512529676159788" -1.3146488861159e-05 -0.000812757290684085 -0.000309894913742431 -0.000464428123163414
"0.512835278017343" -0.000165052752151053 -0.000829261557268091 -0.000274535860874518 -0.000454540634900578
"0.513140879874899" -0.000316959015440947 -0.000843201457394787 -0.000239176808006606 -0.000444653146637743
"0.513446481732455" -0.000373318252971151 -0.000857141357521482 -0.00024058199611583 -0.000540631231260058
"0.513752083590011" -0.000391529301656338 -0.000871081257648177 -0.000308866643960169 -0.00067239165621649
"0.514057685447566" -0.000409740350341526 -0.000888973493454992 -0.000377151291804507 -0.000804152081172922
"0.514363287305122" -0.000427951399026713 -0.000928534372058548 -0.000445435939648846 -0.000935912506129354
"0.514668889162678" -0.000425866494194143 -0.000968095250662104 -0.000498870495628796 -0.000819899651137216
"0.514974491020234" -0.000415670929583722 -0.00100765612926566 -0.000525268965232546 -0.000620058692264345
"0.51528009287779" -0.0004054753649733 -0.00100872991184762 -0.000551667434836296 -0.000420217733391473
"0.515585694735345" -0.000395279800362879 -0.000798501999058937 -0.000578065904440045 -0.000220376774518602
"0.515891296592901" -0.000409812490871418 -0.000588274086270257 -0.000573387363262437 -0.000270208649773008
"0.516196898450457" -0.000434235949504118 -0.000378046173481577 -0.000512084692733074 -0.000404593218174968
"0.516502500308013" -0.000458659408136818 -0.000212358234059291 -0.00045078202220371 -0.000538977786576929
"0.516808102165569" -0.000483082866769517 -0.000291547485940999 -0.000389479351674347 -0.000673362354978889
"0.517113704023124" -0.000404822197755095 -0.000370736737822708 -0.000375129559153791 -0.000774126988368963
"0.51741930588068" -0.000285453226670486 -0.000449925989704416 -0.000446399172869708 -0.000863495061184026
"0.517724907738236" -0.000166084255585876 -0.000515253871404135 -0.000517668786585625 -0.000952863133999089
"0.518030509595792" -4.67152845012671e-05 -0.0005042657383798 -0.000588938400301541 -0.00104223120681415
"0.518336111453348" -9.12352258809307e-05 -0.000493277605355465 -0.000647957107947828 -0.000973432191724059
"0.518641713310903" -0.000201424910499646 -0.00048228947233113 -0.000684618174500725 -0.000850965396649179
"0.518947315168459" -0.000311614595118361 -0.000465135021607632 -0.000721279241053622 -0.0007284986015743
"0.519252917026015" -0.000421804279737076 -0.000413983057553352 -0.000757940307606519 -0.000606031806499421
"0.519558518883571" -0.000467748395317519 -0.000362831093499073 -0.000738369298314188 -0.000662812437896965
"0.519864120741127" -0.000487926433959688 -0.000311679129444794 -0.000616093724913749 -0.000780472533082174
"0.520169722598682" -0.000508104472601857 -0.000287265450538552 -0.000493818151513309 -0.000898132628267382
"0.520475324456238" -0.000528282511244026 -0.000410479228837228 -0.00037154257811287 -0.00101579272345259
"0.520780926313794" -0.000453325556783501 -0.000533693007135903 -0.000275227250692759 -0.000952184945131757
"0.52108652817135" -0.0003401799233683 -0.000656906785434579 -0.000226364780786493 -0.000826951886656852
"0.521392130028905" -0.0002270342899531 -0.000742614787637592 -0.000177502310880228 -0.000701718828181948
"0.521697731886461" -0.000113888656537899 -0.000620953386854728 -0.000128639840973963 -0.000576485769707043
"0.522003333744017" -8.61207555201916e-05 -0.000499291986071863 -0.000104570712765726 -0.000532692276992754
"0.522308935601573" -9.26555332662067e-05 -0.000377630585288999 -0.000125857783667393 -0.000516612419283995
"0.522614537459129" -9.91903110122219e-05 -0.000293438373324496 -0.000147144854569059 -0.000500532561575236
"0.522920139316684" -0.000105725088758237 -0.000416706147362849 -0.000168431925470726 -0.000484452703866477
